plate_number,well_row,well_column,marker_symbol,mgi_gene_id,entrez_id,gene_product
13,H,22,Aatk,MGI:1197518,11302,apoptosis-associated tyrosine kinase
13,H,24,Aatk,MGI:1197518,11302,apoptosis-associated tyrosine kinase
13,J,2,Acsl6,MGI:894291,216739,acyl-CoA synthetase long-chain family member 6
13,J,4,Acsl6,MGI:894291,216739,acyl-CoA synthetase long-chain family member 6
13,J,6,Acyp2,MGI:1922822,75572,"acylphosphatase 2, muscle type"
13,J,8,Acyp2,MGI:1922822,75572,"acylphosphatase 2, muscle type"
13,J,10,Specc1l,MGI:1921642,74392,sperm antigen with calponin homology and coiled-coil domains 1-like
13,J,12,Specc1l,MGI:1921642,74392,sperm antigen with calponin homology and coiled-coil domains 1-like
13,J,14,Coq9,MGI:1915164,67914,coenzyme Q9
13,J,16,Coq9,MGI:1915164,67914,coenzyme Q9
13,J,18,Gas6,MGI:95660,14456,growth arrest specific 6
13,J,20,Gas6,MGI:95660,14456,growth arrest specific 6
13,J,22,OMIT,,,
13,J,24,OMIT,,,
13,L,2,Cmtm8,MGI:2447167,70031,CKLF-like MARVEL transmembrane domain containing 8
13,L,4,Cmtm8,MGI:2447167,70031,CKLF-like MARVEL transmembrane domain containing 8
13,L,6,Hmgn5,MGI:1355295,50887,high-mobility group nucleosome binding domain 5
13,L,8,Hmgn5,MGI:1355295,50887,high-mobility group nucleosome binding domain 5
13,L,10,Mns1,MGI:107933,17427,meiosis-specific nuclear structural protein 1
13,L,12,Mns1,MGI:107933,17427,meiosis-specific nuclear structural protein 1
13,L,14,Rbm6,MGI:1338037,19654,RNA binding motif protein 6
13,L,16,Rbm6,MGI:1338037,19654,RNA binding motif protein 6
13,L,18,Gnai2,MGI:95772,14678,G protein subunit alpha i2
13,L,20,Gnai2,MGI:95772,14678,G protein subunit alpha i2
13,L,22,Prkar2a,MGI:108025,19087,"protein kinase, cAMP dependent regulatory, type II alpha"
13,L,24,Prkar2a,MGI:108025,19087,"protein kinase, cAMP dependent regulatory, type II alpha"
13,N,2,Mageh1,MGI:1922875,75625,MAGE family member H1
13,N,4,Mageh1,MGI:1922875,75625,MAGE family member H1
13,N,6,Stt3b,MGI:1915542,68292,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)"
13,N,8,Stt3b,MGI:1915542,68292,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)"
13,N,10,Sugp2,MGI:2678085,234373,SURP and G patch domain containing 2
13,N,12,Sugp2,MGI:2678085,234373,SURP and G patch domain containing 2
13,N,14,Rps13,MGI:1915302,68052,ribosomal protein S13
13,N,16,Rps13,MGI:1915302,68052,ribosomal protein S13
13,N,18,Scaf1,MGI:2141980,233208,SR-related CTD-associated factor 1
13,N,20,Scaf1,MGI:2141980,233208,SR-related CTD-associated factor 1
13,N,22,Crabp1,MGI:88490,12903,cellular retinoic acid binding protein I
13,N,24,Crabp1,MGI:88490,12903,cellular retinoic acid binding protein I
13,P,2,Smc1a,MGI:1344345,24061,structural maintenance of chromosomes 1A
13,P,4,Smc1a,MGI:1344345,24061,structural maintenance of chromosomes 1A
13,P,6,Huwe1,MGI:1926884,59026,"HECT, UBA and WWE domain containing 1"
13,P,8,Huwe1,MGI:1926884,59026,"HECT, UBA and WWE domain containing 1"
13,P,10,Timm8a1,MGI:1353433,30058,translocase of inner mitochondrial membrane 8A1
13,P,12,Timm8a1,MGI:1353433,30058,translocase of inner mitochondrial membrane 8A1
13,P,14,Rpl39,MGI:1914498,67248,ribosomal protein L39
13,P,16,Rpl39,MGI:1914498,67248,ribosomal protein L39
13,P,18,OMIT,,,
13,P,20,OMIT,,,
13,P,22,OMIT,,,
13,P,24,OMIT,,,
14,A,1,Cryba2,MGI:104336,12958,"crystallin, beta A2"
14,A,3,Cryba2,MGI:104336,12958,"crystallin, beta A2"
14,A,5,Chodl,MGI:2179069,246048,chondrolectin
14,A,7,Chodl,MGI:2179069,246048,chondrolectin
14,A,9,Ckmt2,MGI:1923972,76722,"creatine kinase, mitochondrial 2"
14,A,11,Ckmt2,MGI:1923972,76722,"creatine kinase, mitochondrial 2"
14,A,13,Cnot11,MGI:106580,52846,"CCR4-NOT transcription complex, subunit 11"
14,A,15,Cnot11,MGI:106580,52846,"CCR4-NOT transcription complex, subunit 11"
14,A,17,Cryga,MGI:88521,12964,"crystallin, gamma A"
14,A,19,Cryga,MGI:88521,12964,"crystallin, gamma A"
14,A,21,OMIT,,,
14,A,23,OMIT,,,
14,C,1,Chpf,MGI:106576,74241,chondroitin polymerizing factor
14,C,3,Chpf,MGI:106576,74241,chondroitin polymerizing factor
14,C,5,Clmn,MGI:2136957,94040,calmin
14,C,7,Clmn,MGI:2136957,94040,calmin
14,C,9,OMIT,,,
14,C,11,OMIT,,,
14,C,13,Col4a3,MGI:104688,12828,"collagen, type IV, alpha 3"
14,C,15,Col4a3,MGI:104688,12828,"collagen, type IV, alpha 3"
14,C,17,Cpa6,MGI:3045348,329093,carboxypeptidase A6
14,C,19,Cpa6,MGI:3045348,329093,carboxypeptidase A6
14,C,21,Crygb,MGI:88522,12965,"crystallin, gamma B"
14,C,23,Crygb,MGI:88522,12965,"crystallin, gamma B"
14,E,1,Cebpe,MGI:103572,110794,CCAAT/enhancer binding protein epsilon
14,E,3,Cebpe,MGI:103572,110794,CCAAT/enhancer binding protein epsilon
14,E,5,Col4a4,MGI:104687,12829,"collagen, type IV, alpha 4"
14,E,7,Col4a4,MGI:104687,12829,"collagen, type IV, alpha 4"
14,E,9,Cldn16,MGI:2148742,114141,claudin 16
14,E,11,Cldn16,MGI:2148742,114141,claudin 16
14,E,13,Crhbp,MGI:88497,12919,corticotropin releasing hormone binding protein
14,E,15,Crhbp,MGI:88497,12919,corticotropin releasing hormone binding protein
14,E,17,1100001G20Rik,MGI:1913357,66107,WAP four-disulfide core domain 21
14,E,19,1100001G20Rik,MGI:1913357,66107,WAP four-disulfide core domain 21
14,E,21,1700010I14Rik,MGI:1914181,66931,RIKEN cDNA 1700010I14 gene
14,E,23,1700010I14Rik,MGI:1914181,66931,RIKEN cDNA 1700010I14 gene
14,G,1,1700020L24Rik,MGI:1913580,66330,RIKEN cDNA 1700020L24 gene
14,G,3,1700020L24Rik,MGI:1913580,66330,RIKEN cDNA 1700020L24 gene
14,G,5,1700055N04Rik,MGI:1920708,73458,"aldehyde dehydrogenase 3 family, member B3"
14,G,7,1700055N04Rik,MGI:1920708,73458,"aldehyde dehydrogenase 3 family, member B3"
14,G,9,1700122O11Rik,MGI:1923901,76651,RIKEN cDNA 1700122O11 gene
14,G,11,1700122O11Rik,MGI:1923901,76651,RIKEN cDNA 1700122O11 gene
14,G,13,2210408I21Rik,MGI:1919621,72371,RIKEN cDNA 2210408I21 gene
14,G,15,2210408I21Rik,MGI:1919621,72371,RIKEN cDNA 2210408I21 gene
14,G,17,2410004P03Rik,MGI:1920917,73667,ciliary microtubule inner protein 5
14,G,19,2410004P03Rik,MGI:1920917,73667,ciliary microtubule inner protein 5
14,G,21,4632428N05Rik,MGI:1921298,74048,V-set immunoregulatory receptor
14,G,23,4632428N05Rik,MGI:1921298,74048,V-set immunoregulatory receptor
14,I,1,4930435E12Rik,MGI:1921913,74663,testis expressed 55
14,I,3,4930435E12Rik,MGI:1921913,74663,testis expressed 55
14,I,5,4931440F15Rik,MGI:2441689,216622,fem-1 homolog A like
14,I,7,4931440F15Rik,MGI:2441689,216622,fem-1 homolog A like
14,I,9,4933422H20Rik,MGI:3588186,432613,tripartite motif-containing 80
14,I,11,4933422H20Rik,MGI:3588186,432613,tripartite motif-containing 80
14,I,13,1110007C09Rik,MGI:1915730,68480,"caspase recruitment domain family, member 19"
14,I,15,1110007C09Rik,MGI:1915730,68480,"caspase recruitment domain family, member 19"
14,I,17,1700011A15Rik,MGI:1913572,66322,keratin 88
14,I,19,1700011A15Rik,MGI:1913572,66322,keratin 88
14,I,21,1700021P04Rik,MGI:1922771,75521,RIKEN cDNA 1700021P04 gene
14,I,23,1700021P04Rik,MGI:1922771,75521,RIKEN cDNA 1700021P04 gene
14,K,1,1700123I01Rik,MGI:1923913,622554,membrane anchored junction protein
14,K,3,1700123I01Rik,MGI:1923913,622554,membrane anchored junction protein
14,K,5,2410137M14Rik,MGI:1924047,76797,RIKEN cDNA 2410137M14 gene
14,K,7,2410137M14Rik,MGI:1924047,76797,RIKEN cDNA 2410137M14 gene
14,K,9,4732456N10Rik,MGI:3045312,239673,keratin 90
14,K,11,4732456N10Rik,MGI:3045312,239673,keratin 90
14,K,13,4932411E22Rik,MGI:3045332,382543,ankyrin-repeat and fibronectin type III domain containing 1
14,K,15,4932411E22Rik,MGI:3045332,382543,ankyrin-repeat and fibronectin type III domain containing 1
14,K,17,4933425L06Rik,MGI:1914013,66763,"5' nucleotidase, ecto-like"
14,K,19,4933425L06Rik,MGI:1914013,66763,"5' nucleotidase, ecto-like"
14,K,21,1110025L11Rik,MGI:1915887,68637,keratin associated protein 6-6
14,K,23,1110025L11Rik,MGI:1915887,68637,keratin associated protein 6-6
14,M,1,1700011E24Rik,MGI:1922717,75467,sperm tail PG rich repeat containing 4
14,M,3,1700011E24Rik,MGI:1922717,75467,sperm tail PG rich repeat containing 4
14,M,5,1700061G19Rik,MGI:1925875,78625,acyl-CoA synthetase bubblegum family member 3
14,M,7,1700061G19Rik,MGI:1925875,78625,acyl-CoA synthetase bubblegum family member 3
14,M,9,2300003K06Rik,MGI:1916701,100502865,keratin associated protein 4-27
14,M,11,2300003K06Rik,MGI:1916701,100502865,keratin associated protein 4-27
14,M,13,2610028H24Rik,MGI:1924214,76964,RIKEN cDNA 2610028H24 gene
14,M,15,2610028H24Rik,MGI:1924214,76964,RIKEN cDNA 2610028H24 gene
14,M,17,4930444G20Rik,MGI:2149738,114671,SUMO/sentrin specific peptidase 2-like 2B
14,M,19,4930444G20Rik,MGI:2149738,114671,SUMO/sentrin specific peptidase 2-like 2B
14,M,21,4933427E11Rik,MGI:1914019,66769,RIKEN cDNA 4933427E11 gene
14,M,23,4933427E11Rik,MGI:1914019,66769,RIKEN cDNA 4933427E11 gene
14,O,1,1190003K10Rik,MGI:1916130,68880,family with sequence similarity 240 member B
14,O,3,1190003K10Rik,MGI:1916130,68880,family with sequence similarity 240 member B
14,O,5,1700011H14Rik,MGI:1914332,67082,coiled-coil domain containing 198
14,O,7,1700011H14Rik,MGI:1914332,67082,coiled-coil domain containing 198
14,O,9,1700023F06Rik,MGI:1916691,69441,EF-hand calcium binding domain 15
14,O,11,1700023F06Rik,MGI:1916691,69441,EF-hand calcium binding domain 15
14,O,13,1700065I17Rik,MGI:1914593,67343,sperm microtubule inner protein 10
14,O,15,1700065I17Rik,MGI:1914593,67343,sperm microtubule inner protein 10
14,O,17,OMIT,,,
14,O,19,OMIT,,,
14,O,21,OMIT,,,
14,O,23,OMIT,,,
14,A,2,OMIT,,,
14,A,4,Ireb2,MGI:1928268,64602,iron responsive element binding protein 2
14,A,6,Smarca4,MGI:88192,20586,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
14,A,8,Smarca4,MGI:88192,20586,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
14,A,10,Rps6ka3,MGI:104557,110651,ribosomal protein S6 kinase A3
14,A,12,Rps6ka3,MGI:104557,110651,ribosomal protein S6 kinase A3
14,A,14,Def8,MGI:1346331,23854,differentially expressed in FDCP 8
14,A,16,Def8,MGI:1346331,23854,differentially expressed in FDCP 8
14,A,18,Zfp771,MGI:2442050,244216,zinc finger protein 771
14,A,20,Zfp771,MGI:2442050,244216,zinc finger protein 771
14,A,22,Gins2,MGI:1921019,272551,GINS complex subunit 2
14,A,24,Gins2,MGI:1921019,272551,GINS complex subunit 2
14,C,2,Fdx1l,MGI:1915415,68165,ferredoxin 2
14,C,4,Fdx1l,MGI:1915415,68165,ferredoxin 2
14,C,6,Rpl14,MGI:1914365,67115,ribosomal protein L14
14,C,8,Rpl14,MGI:1914365,67115,ribosomal protein L14
14,C,10,Rdx,MGI:97887,19684,radixin
14,C,12,Rdx,MGI:97887,19684,radixin
14,C,14,OMIT,,,
14,C,16,OMIT,,,
14,C,18,Bex2,MGI:1338017,12069,brain expressed X-linked 2
14,C,20,Bex2,MGI:1338017,12069,brain expressed X-linked 2
14,C,22,Leo1,MGI:2685031,235497,"Leo1, Paf1/RNA polymerase II complex component"
14,C,24,Leo1,MGI:2685031,235497,"Leo1, Paf1/RNA polymerase II complex component"
14,E,2,Kif15,MGI:1098258,209737,kinesin family member 15
14,E,4,Kif15,MGI:1098258,209737,kinesin family member 15
14,E,6,Dcun1d5,MGI:1924113,76863,defective in cullin neddylation 1 domain containing 5
14,E,8,Dcun1d5,MGI:1924113,76863,defective in cullin neddylation 1 domain containing 5
14,E,10,Thyn1,MGI:1925112,77862,thymocyte nuclear protein 1
14,E,12,Thyn1,MGI:1925112,77862,thymocyte nuclear protein 1
14,E,14,Rdh13,MGI:1918732,108841,retinol dehydrogenase 13 (all-trans and 9-cis)
14,E,16,Rdh13,MGI:1918732,108841,retinol dehydrogenase 13 (all-trans and 9-cis)
14,E,18,Npy1r,MGI:104963,18166,neuropeptide Y receptor Y1
14,E,20,Npy1r,MGI:104963,18166,neuropeptide Y receptor Y1
14,E,22,Cc2d1a,MGI:2384831,212139,coiled-coil and C2 domain containing 1A
14,E,24,Cc2d1a,MGI:2384831,212139,coiled-coil and C2 domain containing 1A
14,G,2,Lrrc1,MGI:2442313,214345,leucine rich repeat containing 1
14,G,4,Lrrc1,MGI:2442313,214345,leucine rich repeat containing 1
14,G,6,Igdcc3,MGI:1202390,19289,"immunoglobulin superfamily, DCC subclass, member 3"
14,G,8,Igdcc3,MGI:1202390,19289,"immunoglobulin superfamily, DCC subclass, member 3"
14,G,10,Eif2s3x,MGI:1349431,26905,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked"
14,G,12,Eif2s3x,MGI:1349431,26905,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked"
14,G,14,Sltm,MGI:1913910,66660,"SAFB-like, transcription modulator"
14,G,16,Sltm,MGI:1913910,66660,"SAFB-like, transcription modulator"
14,G,18,Bcap31,MGI:1350933,27061,B cell receptor associated protein 31
14,G,20,Bcap31,MGI:1350933,27061,B cell receptor associated protein 31
14,G,22,Cetn2,MGI:1347085,26370,centrin 2
14,G,24,Cetn2,MGI:1347085,26370,centrin 2
14,I,2,Kif4,MGI:108389,16571,kinesin family member 4
14,I,4,Kif4,MGI:108389,16571,kinesin family member 4
14,I,6,Fundc2,MGI:1914641,67391,FUN14 domain containing 2
14,I,8,Fundc2,MGI:1914641,67391,FUN14 domain containing 2
14,I,10,Thap1,MGI:1921004,73754,"THAP domain containing, apoptosis associated protein 1"
14,I,12,Thap1,MGI:1921004,73754,"THAP domain containing, apoptosis associated protein 1"
14,I,14,Syt9,MGI:1926373,60510,synaptotagmin IX
14,I,16,Syt9,MGI:1926373,60510,synaptotagmin IX
14,I,18,Pcyt1b,MGI:2147987,236899,"phosphate cytidylyltransferase 1, choline, beta isoform"
14,I,20,Pcyt1b,MGI:2147987,236899,"phosphate cytidylyltransferase 1, choline, beta isoform"
14,I,22,Psma4,MGI:1347060,26441,proteasome subunit alpha 4
14,I,24,Psma4,MGI:1347060,26441,proteasome subunit alpha 4
14,K,2,Copb2,MGI:1354962,50797,COPI coat complex subunit beta 2
14,K,4,Copb2,MGI:1354962,50797,COPI coat complex subunit beta 2
14,K,6,Mapk6,MGI:1354946,50772,mitogen-activated protein kinase 6
14,K,8,Mapk6,MGI:1354946,50772,mitogen-activated protein kinase 6
14,K,10,Ei24,MGI:108090,13663,etoposide induced 2.4 mRNA
14,K,12,Ei24,MGI:108090,13663,etoposide induced 2.4 mRNA
14,K,14,Imp3,MGI:1916119,102462,"IMP3, U3 small nucleolar ribonucleoprotein"
14,K,16,Imp3,MGI:1916119,102462,"IMP3, U3 small nucleolar ribonucleoprotein"
14,K,18,Plod2,MGI:1347007,26432,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2"
14,K,20,Plod2,MGI:1347007,26432,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2"
14,K,22,Ppib,MGI:97750,19035,peptidylprolyl isomerase B
14,K,24,Ppib,MGI:97750,19035,peptidylprolyl isomerase B
14,M,2,OMIT,,,
14,M,4,Mmaa,MGI:1923805,109136,methylmalonic aciduria (cobalamin deficiency) type A
14,M,6,4732415M23Rik,MGI:2444920,320869,spermatogenesis associated 33
14,M,8,4732415M23Rik,MGI:2444920,320869,spermatogenesis associated 33
14,M,10,Prkcdbp,MGI:1923422,109042,caveolae associated 3
14,M,12,Prkcdbp,MGI:1923422,109042,caveolae associated 3
14,M,14,Plp1,MGI:97623,18823,proteolipid protein (myelin) 1
14,M,16,Plp1,MGI:97623,18823,proteolipid protein (myelin) 1
14,M,18,Chordc1,MGI:1914167,66917,cysteine and histidine rich domain containing 1
14,M,20,Chordc1,MGI:1914167,66917,cysteine and histidine rich domain containing 1
14,M,22,Snx12,MGI:1919331,55988,sorting nexin 12
14,M,24,Snx12,MGI:1919331,55988,sorting nexin 12
14,O,2,Rpl10,MGI:105943,110954,ribosomal protein L10
14,O,4,OMIT,,,
14,O,6,Rbmx,MGI:1343044,19655,"RNA binding motif protein, X chromosome"
14,O,8,Rbmx,MGI:1343044,19655,"RNA binding motif protein, X chromosome"
14,O,10,Ddx6,MGI:104976,13209,DEAD-box helicase 6
14,O,12,Ddx6,MGI:104976,13209,DEAD-box helicase 6
14,O,14,Timm8b,MGI:1353424,30057,translocase of inner mitochondrial membrane 8B
14,O,16,Timm8b,MGI:1353424,30057,translocase of inner mitochondrial membrane 8B
14,O,18,OMIT,,,
14,O,20,OMIT,,,
14,O,22,OMIT,,,
14,O,24,OMIT,,,
14,B,1,Hes3,MGI:104877,15207,hes family bHLH transcription factor 3
14,B,3,Hes3,MGI:104877,15207,hes family bHLH transcription factor 3
14,B,5,Hils1,MGI:2136691,54388,H1.9 linker histone
14,B,7,Hils1,MGI:2136691,54388,H1.9 linker histone
14,B,9,Gsdma3,MGI:3044668,450219,gasdermin A3
14,B,11,Gsdma3,MGI:3044668,450219,gasdermin A3
14,B,13,Gstt4,MGI:1923136,75886,"glutathione S-transferase, theta 4"
14,B,15,Gstt4,MGI:1923136,75886,"glutathione S-transferase, theta 4"
14,B,17,Gzmd,MGI:109255,14941,granzyme D
14,B,19,Gzmd,MGI:109255,14941,granzyme D
14,B,21,H2-Eb2,MGI:95902,381091,"histocompatibility 2, class II antigen E beta2"
14,B,23,H2-Eb2,MGI:95902,381091,"histocompatibility 2, class II antigen E beta2"
14,D,1,Havcr1,MGI:2159680,171283,hepatitis A virus cellular receptor 1
14,D,3,Havcr1,MGI:2159680,171283,hepatitis A virus cellular receptor 1
14,D,5,Hesx1,MGI:96071,15209,homeobox gene expressed in ES cells
14,D,7,Hesx1,MGI:96071,15209,homeobox gene expressed in ES cells
14,D,9,Cd83,MGI:1328316,12522,CD83 antigen
14,D,11,Cd83,MGI:1328316,12522,CD83 antigen
14,D,13,Cdk15,MGI:3583944,271697,cyclin dependent kinase 15
14,D,15,Cdk15,MGI:3583944,271697,cyclin dependent kinase 15
14,D,17,OMIT,,,
14,D,19,OMIT,,,
14,D,21,Crip1,MGI:88501,12925,cysteine-rich protein 1
14,D,23,Crip1,MGI:88501,12925,cysteine-rich protein 1
14,F,1,Cdk18,MGI:97518,18557,cyclin dependent kinase 18
14,F,3,Cdk18,MGI:97518,18557,cyclin dependent kinase 18
14,F,5,Coa5,MGI:1923428,76178,cytochrome C oxidase assembly factor 5
14,F,7,Coa5,MGI:1923428,76178,cytochrome C oxidase assembly factor 5
14,F,9,Col9a1,MGI:88465,12839,"collagen, type IX, alpha 1"
14,F,11,Col9a1,MGI:88465,12839,"collagen, type IX, alpha 1"
14,F,13,Cep128,MGI:1922466,75216,centrosomal protein 128
14,F,15,Cep128,MGI:1922466,75216,centrosomal protein 128
14,F,17,Chrnd,MGI:87893,11447,"cholinergic receptor, nicotinic, delta polypeptide"
14,F,19,Chrnd,MGI:87893,11447,"cholinergic receptor, nicotinic, delta polypeptide"
14,F,21,Cmss1,MGI:1913747,66497,cms small ribosomal subunit 1
14,F,23,Cmss1,MGI:1913747,66497,cms small ribosomal subunit 1
14,H,1,Colec10,MGI:3606482,239447,collectin sub-family member 10
14,H,3,Colec10,MGI:3606482,239447,collectin sub-family member 10
14,H,5,Cpne5,MGI:2385908,240058,copine V
14,H,7,Cpne5,MGI:2385908,240058,copine V
14,H,9,Cdk5rap3,MGI:1933126,80280,CDK5 regulatory subunit associated protein 3
14,H,11,Cdk5rap3,MGI:1933126,80280,CDK5 regulatory subunit associated protein 3
14,H,13,Cep170b,MGI:2145043,217882,centrosomal protein 170B
14,H,15,Cep170b,MGI:2145043,217882,centrosomal protein 170B
14,H,17,Chrne,MGI:87894,11448,"cholinergic receptor, nicotinic, epsilon polypeptide"
14,H,19,Chrne,MGI:87894,11448,"cholinergic receptor, nicotinic, epsilon polypeptide"
14,H,21,Coch,MGI:1278313,12810,cochlin
14,H,23,Coch,MGI:1278313,12810,cochlin
14,J,1,Colec11,MGI:1918943,71693,collectin sub-family member 11
14,J,3,Colec11,MGI:1918943,71693,collectin sub-family member 11
14,J,5,Cpq,MGI:1889205,54381,carboxypeptidase Q
14,J,7,Cpq,MGI:1889205,54381,carboxypeptidase Q
14,J,9,Crisp2,MGI:98815,22024,cysteine-rich secretory protein 2
14,J,11,Crisp2,MGI:98815,22024,cysteine-rich secretory protein 2
14,J,13,Cdkl3,MGI:2388268,213084,cyclin dependent kinase like 3
14,J,15,Cdkl3,MGI:2388268,213084,cyclin dependent kinase like 3
14,J,17,Cep192,MGI:1918049,70799,centrosomal protein 192
14,J,19,Cep192,MGI:1918049,70799,centrosomal protein 192
14,J,21,Col10a1,MGI:88445,12813,"collagen, type X, alpha 1"
14,J,23,Col10a1,MGI:88445,12813,"collagen, type X, alpha 1"
14,L,1,Colgalt2,MGI:2138232,269132,collagen beta(1-O)galactosyltransferase 2
14,L,3,Colgalt2,MGI:2138232,269132,collagen beta(1-O)galactosyltransferase 2
14,L,5,Cps1,MGI:891996,227231,carbamoyl-phosphate synthetase 1
14,L,7,Cps1,MGI:891996,227231,carbamoyl-phosphate synthetase 1
14,L,9,Chat,MGI:88392,12647,choline O-acetyltransferase
14,L,11,Chat,MGI:88392,12647,choline O-acetyltransferase
14,L,13,Chst9,MGI:1918617,71367,carbohydrate sulfotransferase 9
14,L,15,Chst9,MGI:1918617,71367,carbohydrate sulfotransferase 9
14,L,17,Cldn8,MGI:1859286,54420,claudin 8
14,L,19,Cldn8,MGI:1859286,54420,claudin 8
14,L,21,Col11a2,MGI:88447,12815,"collagen, type XI, alpha 2"
14,L,23,Col11a2,MGI:88447,12815,"collagen, type XI, alpha 2"
14,N,1,Colq,MGI:1338761,382864,collagen like tail subunit of asymmetric acetylcholinesterase
14,N,3,Colq,MGI:1338761,382864,collagen like tail subunit of asymmetric acetylcholinesterase
14,N,5,Cpsf4l,MGI:1277182,52670,cleavage and polyadenylation specific factor 4-like
14,N,7,Cpsf4l,MGI:1277182,52670,cleavage and polyadenylation specific factor 4-like
14,N,9,Chsy3,MGI:1926173,78923,chondroitin sulfate synthase 3
14,N,11,Chsy3,MGI:1926173,78923,chondroitin sulfate synthase 3
14,N,13,Cnih2,MGI:1277225,12794,cornichon family AMPA receptor auxiliary protein 2
14,N,15,Cnih2,MGI:1277225,12794,cornichon family AMPA receptor auxiliary protein 2
14,N,17,Cdrt4,MGI:1913588,66338,CMT1A duplicated region transcript 4
14,N,19,Cdrt4,MGI:1913588,66338,CMT1A duplicated region transcript 4
14,N,21,Col17a1,MGI:88450,12821,"collagen, type XVII, alpha 1"
14,N,23,Col17a1,MGI:88450,12821,"collagen, type XVII, alpha 1"
14,P,1,Chml,MGI:101913,12663,choroideremia-like
14,P,3,Chml,MGI:101913,12663,choroideremia-like
14,P,5,Cox14,MGI:1913629,66379,cytochrome c oxidase assembly protein 14
14,P,7,Cox14,MGI:1913629,66379,cytochrome c oxidase assembly protein 14
14,P,9,Clic5,MGI:1917912,224796,chloride intracellular channel 5
14,P,11,Clic5,MGI:1917912,224796,chloride intracellular channel 5
14,P,13,Cnnm4,MGI:2151060,94220,cyclin M4
14,P,15,Cnnm4,MGI:2151060,94220,cyclin M4
14,P,17,OMIT,,,
14,P,19,OMIT,,,
14,P,21,OMIT,,,
14,P,23,OMIT,,,
14,B,2,Cox7a2,MGI:1316715,12866,cytochrome c oxidase subunit 7A2
14,B,4,Cox7a2,MGI:1316715,12866,cytochrome c oxidase subunit 7A2
14,B,6,Ibtk,MGI:1918677,108837,inhibitor of Bruton agammaglobulinemia tyrosine kinase
14,B,8,Ibtk,MGI:1918677,108837,inhibitor of Bruton agammaglobulinemia tyrosine kinase
14,B,10,Sbsn,MGI:2446326,282619,suprabasin
14,B,12,Sbsn,MGI:2446326,282619,suprabasin
14,B,14,Pstk,MGI:2685945,214580,phosphoseryl-tRNA kinase
14,B,16,Pstk,MGI:2685945,214580,phosphoseryl-tRNA kinase
14,B,18,Pnpla2,MGI:1914103,66853,patatin-like phospholipase domain containing 2
14,B,20,Pnpla2,MGI:1914103,66853,patatin-like phospholipase domain containing 2
14,B,22,Sat1,MGI:98233,20229,spermidine/spermine N1-acetyl transferase 1
14,B,24,Sat1,MGI:98233,20229,spermidine/spermine N1-acetyl transferase 1
14,D,2,Pgk1,MGI:97555,18655,phosphoglycerate kinase 1
14,D,4,Pgk1,MGI:97555,18655,phosphoglycerate kinase 1
14,D,6,Gdi1,MGI:99846,14567,GDP dissociation inhibitor 1
14,D,8,Gdi1,MGI:99846,14567,GDP dissociation inhibitor 1
14,D,10,Gpx1,MGI:104887,14775,glutathione peroxidase 1
14,D,12,Gpx1,MGI:104887,14775,glutathione peroxidase 1
14,D,14,Pin4,MGI:1916963,69713,"peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin)"
14,D,16,Pin4,MGI:1916963,69713,"peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin)"
14,D,18,Golga4,MGI:1859646,54214,golgin A4
14,D,20,Golga4,MGI:1859646,54214,golgin A4
14,D,22,OMIT,,,
14,D,24,OMIT,,,
14,F,2,Mrps22,MGI:1928137,64655,mitochondrial ribosomal protein S22
14,F,4,Mrps22,MGI:1928137,64655,mitochondrial ribosomal protein S22
14,F,6,Epm2aip1,MGI:1925031,77781,EPM2A interacting protein 1
14,F,8,Epm2aip1,MGI:1925031,77781,EPM2A interacting protein 1
14,F,10,Rasd2,MGI:1922391,75141,"RASD family, member 2"
14,F,12,Rasd2,MGI:1922391,75141,"RASD family, member 2"
14,F,14,Zfp551,MGI:3588205,619331,zinc finger protein 551
14,F,16,Zfp551,MGI:3588205,619331,zinc finger protein 551
14,F,18,Rpl4,MGI:1915141,67891,ribosomal protein L4
14,F,20,Rpl4,MGI:1915141,67891,ribosomal protein L4
14,F,22,Rps25,MGI:1922867,75617,ribosomal protein S25
14,F,24,Rps25,MGI:1922867,75617,ribosomal protein S25
14,H,2,Stt3a,MGI:105124,16430,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"
14,H,4,Stt3a,MGI:105124,16430,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"
14,H,6,Ogt,MGI:1339639,108155,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
14,H,8,Ogt,MGI:1339639,108155,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
